algorithm,grid_rows,grid_cols,obstacle_density,seed,instance_seed,start_row,start_col,goal_row,goal_col,found,runtime_ms,nodes_expanded,path_cost
theta_star,1024,1024,0.35,0,1,276,998,953,752,True,809.216000023298,63533,846.9038008216705
jps,1024,1024,0.35,0,1,276,998,953,752,False,0.4037999897263944,37,inf
astar,1024,1024,0.35,1,1002,315,697,48,512,True,161.9403999648057,21755,436.45079348883314
theta_star,1024,1024,0.35,1,1002,315,697,48,512,True,147.49949995893985,12966,384.90317765315956
jps,1024,1024,0.35,1,1002,315,697,48,512,False,0.44679996790364385,46,inf
astar,1024,1024,0.35,2,2000,372,509,47,611,True,248.63300001015887,32365,471.2081528017137
theta_star,1024,1024,0.35,2,2000,372,509,47,611,True,204.23660002416,17644,409.7665133163302
jps,1024,1024,0.35,2,2000,372,509,47,611,False,0.16029999824240804,14,inf
astar,1024,1024,0.35,3,3000,383,130,546,482,True,321.5263999882154,42144,533.6934341759523
theta_star,1024,1024,0.35,3,3000,383,130,546,482,True,365.61899998923764,31156,480.5984892446126
jps,1024,1024,0.35,3,3000,383,130,546,482,False,0.7865999941714108,82,inf
astar,1024,1024,0.35,4,4001,849,17,886,536,True,537.0282999938354,64957,711.9482681718919
theta_star,1024,1024,0.35,4,4001,849,17,886,536,True,539.8805000004359,46055,631.7669659960997
jps,1024,1024,0.35,4,4001,849,17,886,536,False,0.5446000141091645,59,inf
astar,1024,1024,0.35,5,5000,492,508,772,973,True,858.2924000220373,106956,783.4751801064732
theta_star,1024,1024,0.35,5,5000,492,508,772,973,True,999.0834000054747,80753,695.4169374716845
jps,1024,1024,0.35,5,5000,492,508,772,973,False,2.0474999910220504,237,inf
astar,1024,1024,0.35,6,6000,58,655,556,805,True,463.56820000801235,59943,716.6761902332498
theta_star,1024,1024,0.35,6,6000,58,655,556,805,True,355.9767000260763,29921,636.2444301571704
jps,1024,1024,0.35,6,6000,58,655,556,805,False,1.6479999758303165,185,inf
astar,1024,1024,0.35,7,7000,381,902,405,50,True,1551.975800015498,179811,1142.3574311003824
theta_star,1024,1024,0.35,7,7000,381,902,405,50,True,1454.7916000010446,119059,1022.1137716510714
jps,1024,1024,0.35,7,7000,381,902,405,50,False,1.0046999668702483,112,inf
astar,1024,1024,0.35,8,8000,946,757,625,470,True,296.9204999972135,38832,570.3919189857877
theta_star,1024,1024,0.35,8,8000,946,757,625,470,True,235.5350999860093,20617,497.9141091651273
jps,1024,1024,0.35,8,8000,946,757,625,470,False,0.2232000115327537,20,inf
astar,1024,1024,0.35,9,9000,470,410,0,412,True,459.42540001124144,59741,638.5929291125642
theta_star,1024,1024,0.35,9,9000,470,410,0,412,True,475.2089999965392,37852,571.0611006603372
jps,1024,1024,0.35,9,9000,470,410,0,412,False,0.45519997365772724,46,inf
