algorithm,grid_rows,grid_cols,obstacle_density,seed,instance_seed,start_row,start_col,goal_row,goal_col,found,runtime_ms,nodes_expanded,path_cost
jps,512,512,0.35,6,6000,29,327,278,402,True,658.3037000000331,20027,375.9238815542515
astar,512,512,0.35,7,7000,202,25,455,455,True,710.6242999998358,68200,686.4629867976531
theta_star,512,512,0.35,7,7000,202,25,455,455,True,752.0933000000696,45289,606.0649111544301
jps,512,512,0.35,7,7000,202,25,455,455,True,2250.050199999805,68200,686.4629867976531
astar,512,512,0.35,8,8000,312,235,34,179,True,253.86759999992137,25387,399.82337649086344
theta_star,512,512,0.35,8,8000,312,235,34,179,True,310.4425999999876,20047,359.1951251422205
jps,512,512,0.35,8,8000,312,235,34,179,True,828.1286999999793,25387,399.8233764908634
astar,512,512,0.35,9,9000,506,442,508,160,True,94.21829999973852,8968,381.58073580374406
theta_star,512,512,0.35,9,9000,506,442,508,160,True,96.59160000001066,6154,340.8000450716044
jps,512,512,0.35,9,9000,506,442,508,160,True,295.9969000003184,8968,381.580735803744
astar,512,512,0.4,0,2,420,259,298,475,True,442.055800000162,45252,684.4924240491758
theta_star,512,512,0.4,0,2,420,259,298,475,True,572.9271000000153,39152,591.9995961954562
jps,512,512,0.4,0,2,420,259,298,475,True,1305.8390999999574,45252,684.4924240491757
astar,512,512,0.4,1,1001,368,259,97,403,True,965.203400000064,95479,1610.5117600329334
